"","Region","District","Name of health care institution","Health care institution address","Latitude","Longitude","Date and time of data actuality (end of reporting interval)","Reporting date","EDRPOU code of health care institution","Number of artificial respirating units in health care institution","Кількість випадків одужання серед осіб із підтвердженим діагнозом COVID-19 протягом звітного періоду","Number of recovery cases among people with confirmed COVID-19 diagnosis during reporting interval","Number of beds adaptated for hospitalization of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection","Number of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection, whoes cases wait for laboratory confirmation","Number of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection, whoes cases registered during reported period","Number of peolple with confirmed COVID-19 diagnosis, affected by SARS-CoV-2 (2019-nCoV) coronavirus infection, who refused hospitalization","Number of peolple with confirmed COVID-19 diagnosis, affected by SARS-CoV-2 (2019-nCoV) coronavirus infection, under medical treatment","Number of peolple with confirmed COVID-19 diagnosis, who refused hospitalization during reporting inteval","Number of people whoes COVID-19 diagnosis confirmed during reporting period","Number of fatal cases among people with confirmed COVID-19 diagnosis during reporting interval","Note","State"
"683","Івано-Франківська","-","КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","м. Івано-Франківськ, вул. Гетьмана Сагайдачного, 66","48.938635828","24.719539985",2020-03-17 09:00:00,2020-03-16,"01993291",0,0,0,170,6,6,0,0,0,0,0,NA,"Підозра"
"684","Івано-Франківська","Богородчанський","КНП ""Богородчанська центральна районна лікарня""","смт. Богородчани, вул. Шевченка, 35","48.811562078","24.544454903",2020-03-17 09:00:00,2020-03-16,"01993351",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"685","Івано-Франківська","Верховинський","КНП ""Верховинська центральна районна лікарня""","смт. Верховина, вул. Невестюка, буд. 2","48.155450710","24.811645698",2020-03-17 09:00:00,2020-03-16,"01993374",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"686","Івано-Франківська","Долинський","КНП ""Долинська багатопрофільна лікарня""","м. Долина, вул. Оксани Грицей, 15","48.972304717","23.992965630",2020-03-17 09:00:00,2020-03-16,"01993457",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"687","Івано-Франківська","-","КНП ""Районна лікарня Калуської районної ради""","м. Калуш, вул. Каракая, 25","49.018029815","24.350981701",2020-03-17 09:00:00,2020-03-16,"33271905",0,0,0,25,0,0,0,0,0,0,0,NA,"Не виявлено"
"688","Івано-Франківська","-","Коломийська районна інфекційна лікарня","м. Коломия, вул. Симона Петлюри, 66","48.536837196","25.045357525",2020-03-17 09:00:00,2020-03-16,"31575286",0,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"689","Івано-Франківська","Косівський","КНП ""Косівська центральна районна лікарня""","м. Косів, пров. Шевченка, 27","48.320447474","25.110282902",2020-03-17 09:00:00,2020-03-16,"01993546",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"690","Івано-Франківська","Надвірнянський","КНП ""Надвірнянська центральна районна лікарня""","м. Надвірна, вул. Грушевського, 12","48.631076828","24.560301592",2020-03-17 09:00:00,2020-03-16,"01993575",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"691","Івано-Франківська","Рожнятівський","КНП ""Рожнятівська центральна районна лікарня""","смт. Рожнятів, вул. Шкільна, 17","48.933955175","24.147874990",2020-03-17 09:00:00,2020-03-16,"01993612",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"692","Івано-Франківська","Снятинський","КНП ""Заболотівська районна лікарня""","смт. Заболотів, вул. Б.Хмельницького, 10","48.468603515","25.284909822",2020-03-17 09:00:00,2020-03-16,"01993629",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"693","Івано-Франківська","-","КНП ""Яремчанська центральна міська лікарня""","м. Яремче, вул. Довбуша, 5","48.429582000","24.576655019",2020-03-17 09:00:00,2020-03-16,"01993552",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"694","Івано-Франківська","-","КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","м. Івано-Франківськ, вул. Гетьмана Сагайдачного, 66","48.938635828","24.719539985",2020-03-18 09:00:00,2020-03-17,"01993291",0,0,0,170,9,3,0,0,0,0,0,NA,"Підозра"
"695","Івано-Франківська","Богородчанський","КНП ""Богородчанська центральна районна лікарня""","смт. Богородчани, вул. Шевченка, 35","48.811562078","24.544454903",2020-03-18 09:00:00,2020-03-17,"01993351",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"696","Івано-Франківська","Верховинський","КНП ""Верховинська центральна районна лікарня""","смт. Верховина, вул. Невестюка, буд. 2","48.155450710","24.811645698",2020-03-18 09:00:00,2020-03-17,"01993374",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"697","Івано-Франківська","Долинський","КНП ""Долинська багатопрофільна лікарня""","м. Долина, вул. Оксани Грицей, 15","48.972304717","23.992965630",2020-03-18 09:00:00,2020-03-17,"01993457",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"698","Івано-Франківська","Косівський","КНП ""Косівська центральна районна лікарня""","м. Косів, пров. Шевченка, 27","48.320447474","25.110282902",2020-03-18 09:00:00,2020-03-17,"01993546",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"699","Івано-Франківська","-","КНП ""Яремчанська центральна міська лікарня""","м. Яремче, вул. Довбуша, 5","48.429582000","24.576655019",2020-03-18 09:00:00,2020-03-17,"01993552",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"700","Івано-Франківська","Надвірнянський","КНП ""Надвірнянська центральна районна лікарня""","м. Надвірна, вул. Грушевського, 12","48.631076828","24.560301592",2020-03-18 09:00:00,2020-03-17,"01993575",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"701","Івано-Франківська","Рожнятівський","КНП ""Рожнятівська центральна районна лікарня""","смт. Рожнятів, вул. Шкільна, 17","48.933955175","24.147874990",2020-03-18 09:00:00,2020-03-17,"01993612",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"702","Івано-Франківська","Снятинський","КНП ""Заболотівська районна лікарня""","смт. Заболотів, вул. Б.Хмельницького, 10","48.468603515","25.284909822",2020-03-18 09:00:00,2020-03-17,"01993629",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"703","Івано-Франківська","-","Коломийська районна інфекційна лікарня","м. Коломия, вул. Симона Петлюри, 66","48.536837196","25.045357525",2020-03-18 09:00:00,2020-03-17,"31575286",0,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"704","Івано-Франківська","-","КНП ""Районна лікарня Калуської районної ради""","м. Калуш, вул. Каракая, 25","49.018029815","24.350981701",2020-03-18 09:00:00,2020-03-17,"33271905",0,0,0,25,0,0,0,0,0,0,0,NA,"Не виявлено"
"705","Київська","-","КНП ""Переяслав-Хмельницька центральна районна лікарня""","м. Переяслав, вул. Богдана Хмельницького, 137","50.064280878","31.440849524",2020-02-27 09:00:00,2020-02-26,"01994161",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"706","Київська","-","КНП ""Броварська багатопрофільна клінічна лікарня""","м. Бровари, вул. Шевченко, 14","50.510931013","30.764942274",2020-02-27 09:00:00,2020-02-26,"01994497",0,0,0,31,0,0,0,0,0,0,0,NA,"Не виявлено"
"707","Київська","-","КНП ""Білоцерківська міська лікарня № 3""","м. Біла Церква, вул. Карбишева, 12","49.818137816","30.121413601",2020-02-27 09:00:00,2020-02-26,"01994592",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"708","Київська","Баришівський","КНП ""Баришівська центральна районна лікарня""","смт. Баришівка, вул. Київський шлях, 126","50.366249180","31.306350970",2020-02-27 09:00:00,2020-02-26,"01994379",0,0,0,7,0,0,0,0,0,0,0,NA,"Не виявлено"
"709","Київська","Васильківський","КНП ""Васильківська центральна районна лікарня""","м. Васильків, вул. Декабристів, 87","50.201378217","30.312494273",2020-02-27 09:00:00,2020-02-26,"01994385",0,0,0,34,0,0,0,0,0,0,0,NA,"Не виявлено"
"710","Київська","Кагарлицький","КНП ""Кагарлицька центральна районна лікарня""","м. Кагарлик, вул. Паркова, 10","49.862917580","30.823122500",2020-02-27 09:00:00,2020-02-26,"01994416",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"711","Київська","Києво-Святошинський","КНП ""Київська обласна дитяча лікарня""","м. Боярка, вул. Хрещатик, 83","50.318723071","30.295198377",2020-02-27 09:00:00,2020-02-26,"01994451",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"712","Київська","Києво-Святошинський","КНП ""Центральна районна лікарня Києво-Святошинської районної ради""","м. Боярка, вул. Соборності, 51","50.330963777","30.276410608",2020-02-27 09:00:00,2020-02-26,"01994669",0,0,0,40,0,0,0,0,0,0,0,NA,"Не виявлено"
"713","Київська","Макарівський","КНП ""Макарівська центральна районна лікарня""","м. Макарів, вул. Б.Хмельницького, 62-А","50.463586","29.799485",2020-02-27 09:00:00,2020-02-26,"01994698",0,0,0,4,0,0,0,0,0,0,0,NA,"Не виявлено"
"714","Київська","Миронівський","КНП ""Миронівська центральна районна лікарня""","м. Миронівка, вул. Благовіщенська, 96","49.677070683","30.979852801",2020-02-27 09:00:00,2020-02-26,"01994149",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"715","Київська","Таращанський","КНП ""Таращанська центральна районна лікарня""","м. Тараща, вул. Шевченка, 66","49.557990888","30.499331485",2020-02-27 09:00:00,2020-02-26,"01994215",0,0,0,5,0,0,0,0,0,0,0,NA,"Не виявлено"
"716","Київська","Тетіївський","КНП ""Тетіївська центральна районна лікарня""","м. Тетіїв, вул. Цвіткова, 26","49.363398827","29.684158174",2020-02-27 09:00:00,2020-02-26,"00994221",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"717","Київська","Яготинський","КНП ""Яготинська центральна районна лікарня""","м. Яготин, вул. Незалежності, 71","50.270673524","31.763791993",2020-02-27 09:00:00,2020-02-26,"01994422",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
